CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1245,Male,53,95,79
1246,Female,35,35,93
1247,Female,26,146,50
1248,Female,46,104,24
1249,Female,67,116,37
1250,Female,31,143,78
1251,Male,42,23,11
1252,Female,32,80,99
1253,Female,23,84,81
1254,Female,59,129,59
1255,Male,46,121,55
1256,Female,32,60,27
1257,Female,46,139,67
1258,Male,21,45,60
1259,Female,35,127,2
1260,Male,67,13,68
1261,Male,66,15,18
1262,Male,61,119,20
1263,Male,56,108,85
1264,Male,33,131,63
1265,Female,28,126,78
1266,Male,31,105,72
1267,Male,20,76,2
1268,Female,68,129,90
1269,Male,67,24,83
1270,Female,59,26,42
1271,Female,55,27,28
1272,Female,62,124,29
1273,Male,59,85,69
1274,Male,35,97,28
1275,Male,37,100,60
1276,Female,65,57,90
1277,Male,42,24,5
1278,Male,55,132,15
1279,Male,30,136,73
1280,Female,21,107,32
1281,Female,31,93,52
1282,Male,50,50,90
1283,Male,45,105,37
1284,Male,69,77,15
1285,Male,54,14,41
1286,Female,25,62,4
1287,Female,61,131,53
1288,Female,51,145,84
1289,Female,61,31,27
1290,Male,22,115,21
1291,Male,22,16,60
1292,Male,48,55,86
1293,Female,62,39,64
1294,Male,26,135,71
1295,Female,59,110,47
1296,Female,49,88,54
1297,Male,50,142,31
1298,Male,20,76,17
1299,Male,47,32,50
1300,Female,67,83,7
1301,Male,29,14,83
1302,Female,46,91,28
1303,Male,20,34,10
1304,Female,43,17,27
1305,Female,47,11,13
1306,Male,26,31,66
1307,Female,43,81,86
1308,Female,19,96,84
1309,Male,20,81,60
1310,Female,63,77,43
1311,Male,21,73,69
1312,Female,42,103,63
1313,Male,68,28,70
1314,Male,30,137,99
1315,Female,56,96,65
1316,Female,61,91,99
1317,Female,52,96,67
1318,Female,40,106,54
1319,Female,26,61,36
1320,Male,19,91,71
1321,Female,58,106,93
1322,Male,61,144,15
1323,Male,48,124,75
1324,Female,61,101,18
1325,Male,64,10,4
1326,Male,19,72,88
1327,Male,49,28,11
1328,Male,35,40,6
1329,Female,30,86,51
1330,Male,63,130,58
1331,Female,22,33,60
1332,Female,59,78,18
1333,Male,61,68,79
1334,Female,27,123,67
1335,Female,60,110,17
1336,Female,42,21,97
1337,Male,51,128,34
1338,Female,54,148,30
1339,Female,47,106,19
1340,Female,24,66,9
1341,Male,23,51,40
1342,Female,20,107,44
1343,Male,30,40,95
1344,Male,20,11,59
1345,Male,43,41,91
1346,Male,41,147,25
1347,Male,23,114,71
1348,Male,60,145,53
1349,Female,66,84,48
1350,Male,59,114,71
1351,Female,29,136,84
1352,Female,66,18,53
1353,Male,53,24,49
1354,Female,19,106,43
1355,Female,28,114,19
1356,Female,56,72,66
1357,Female,51,30,34
1358,Male,43,14,81
1359,Female,35,134,88
1360,Male,38,94,73
1361,Female,53,122,54
1362,Female,57,89,1
1363,Male,69,125,92
1364,Female,63,106,55
1365,Female,61,30,15
1366,Female,39,89,85
1367,Male,47,48,15
1368,Female,67,130,23
1369,Male,60,133,66
1370,Female,47,15,46
1371,Male,25,65,9
1372,Male,51,58,66
1373,Female,64,101,66
1374,Female,26,138,18
1375,Male,68,74,17
1376,Male,37,37,72
1377,Female,57,109,98
1378,Male,42,81,34
1379,Female,36,74,69
1380,Female,22,60,64
1381,Female,28,58,44
1382,Female,32,83,29
1383,Male,25,21,62
1384,Female,36,113,92
1385,Male,40,90,16
1386,Female,44,136,78
1387,Male,57,23,52
1388,Female,49,43,2
1389,Male,43,57,61
1390,Male,44,70,4
1391,Female,36,44,52
1392,Female,67,128,41
1393,Female,59,74,52
1394,Female,46,68,31
1395,Male,56,45,26
1396,Female,58,51,27
1397,Male,50,78,51
1398,Male,36,116,98
1399,Female,54,48,95
1400,Male,36,78,48
1401,Male,50,21,11
1402,Male,64,92,8
1403,Male,33,45,12
1404,Female,40,135,99
1405,Female,24,72,45
1406,Female,43,85,34
1407,Female,49,91,77
1408,Male,29,60,91
1409,Male,25,52,72
1410,Female,22,43,47
1411,Female,59,106,21
1412,Female,45,58,41
1413,Male,22,134,75
1414,Female,66,66,22
1415,Female,43,102,21
1416,Female,22,118,28
1417,Male,39,14,67
1418,Male,32,33,71
1419,Male,30,68,14
1420,Male,45,47,79
1421,Male,50,19,73
1422,Male,60,135,52
1423,Male,40,20,43
1424,Male,50,33,71
1425,Female,60,97,76
1426,Female,35,123,19
1427,Male,67,30,27
1428,Male,47,19,18
1429,Female,43,143,13
1430,Male,33,75,1
1431,Male,30,131,85
1432,Male,56,141,34
1433,Female,50,32,13
1434,Female,43,22,51
1435,Female,65,25,87
1436,Female,18,50,1
1437,Female,66,10,87
1438,Male,55,120,28
1439,Female,19,21,32
1440,Male,66,128,72
1441,Male,23,29,55
1442,Female,63,45,26
1443,Female,67,88,14
1444,Male,55,117,88
1445,Male,59,105,93
1446,Male,41,68,68
1447,Female,35,29,63
1448,Female,44,135,82
1449,Female,58,106,14
1450,Female,25,71,27
1451,Female,45,140,41
1452,Male,27,102,3
1453,Female,34,100,94
1454,Male,46,142,59
1455,Male,23,132,23
1456,Male,31,95,18
1457,Female,39,127,74
1458,Female,23,35,76
1459,Female,43,127,41
1460,Male,56,10,8
1461,Male,29,16,32
1462,Male,52,85,81
1463,Male,31,96,41
1464,Male,39,103,45
1465,Male,68,70,78
1466,Female,40,38,9
1467,Female,65,104,90
1468,Female,24,27,48
1469,Female,57,50,24
1470,Male,67,141,87
1471,Male,42,50,95
1472,Female,30,132,44
1473,Male,38,31,58
1474,Female,58,89,66
1475,Female,27,139,18
1476,Female,26,45,80
1477,Male,32,29,29
1478,Female,69,76,75
1479,Female,19,129,2
1480,Female,42,64,78
1481,Male,30,75,68
1482,Male,51,35,98
1483,Female,68,139,39
1484,Male,51,65,73
1485,Male,52,43,41
1486,Male,55,65,71
1487,Male,20,64,81
1488,Male,59,29,87
1489,Male,23,59,75
1490,Male,65,93,22
1491,Male,66,62,82
1492,Male,36,120,49
1493,Male,20,121,28
1494,Female,35,78,16
1495,Female,56,11,68
1496,Male,26,25,62
1497,Female,69,103,36
1498,Female,29,54,22
1499,Male,22,135,11
1500,Male,20,33,85
1501,Male,28,124,80
1502,Female,47,132,42
1503,Female,21,148,55
1504,Male,22,87,73
1505,Male,18,126,35
1506,Male,44,89,57
1507,Female,45,59,34
1508,Female,46,94,73
1509,Female,35,13,77
1510,Female,29,70,70
1511,Male,30,120,4
1512,Male,58,87,46
1513,Male,19,92,92
1514,Male,54,142,11
1515,Female,62,109,98
1516,Female,33,40,61
1517,Male,65,128,35
1518,Male,41,103,69
1519,Female,52,39,57
1520,Male,39,64,11
1521,Female,53,114,12
1522,Male,28,50,43
1523,Male,63,83,19
1524,Male,46,86,77
1525,Male,52,94,68
1526,Male,65,113,78
1527,Male,32,88,59
1528,Male,48,93,2
1529,Female,59,142,8
1530,Female,58,133,22
1531,Female,60,41,77
1532,Female,33,15,21
1533,Female,27,103,85
1534,Male,66,35,92
1535,Male,49,46,97
1536,Female,68,22,29
1537,Male,19,102,86
1538,Female,41,34,90
1539,Female,40,29,75
1540,Male,19,81,75
1541,Male,55,124,98
1542,Male,48,136,83
1543,Female,68,35,37
1544,Male,57,63,78
1545,Female,43,148,29
1546,Female,46,134,83
1547,Female,20,20,37
1548,Male,31,36,21
1549,Male,42,103,88
1550,Female,65,92,90
1551,Male,18,43,12
1552,Male,20,47,48
1553,Male,43,96,83
1554,Female,35,74,47
1555,Female,26,140,94
1556,Male,55,61,15
1557,Female,40,39,67
1558,Male,38,122,13
1559,Male,18,17,59
1560,Male,38,81,73
1561,Male,44,41,13
1562,Female,59,104,80
1563,Female,23,50,78
1564,Female,61,84,72
1565,Male,53,54,19
1566,Male,45,22,57
1567,Male,62,28,32
1568,Female,34,62,99
1569,Male,57,146,87
1570,Female,69,12,21
1571,Female,20,105,82
1572,Female,29,145,14
1573,Female,56,23,80
1574,Female,29,129,24
1575,Female,19,140,49
1576,Male,63,22,32
1577,Male,39,81,75
1578,Female,40,91,11
1579,Female,47,66,60
1580,Male,22,16,68
1581,Female,26,121,61
1582,Female,38,57,90
1583,Male,28,89,5
1584,Female,22,128,36
1585,Female,52,129,97
1586,Female,44,69,64
1587,Male,66,42,78
1588,Male,19,124,32
1589,Male,41,137,71
1590,Female,48,12,74
1591,Female,50,13,66
1592,Male,56,109,10
1593,Female,47,13,99
1594,Female,63,51,21
1595,Female,54,18,40
1596,Female,68,60,42
1597,Female,45,106,72
1598,Male,48,29,46
1599,Female,28,31,82
1600,Male,40,36,73
1601,Female,19,52,41
1602,Male,57,140,94
1603,Female,58,103,4
1604,Male,44,17,99
1605,Female,52,95,14
1606,Male,19,98,14
1607,Female,56,147,53
1608,Male,54,122,84
1609,Female,38,30,29
1610,Male,22,18,23
1611,Male,69,45,85
1612,Female,62,45,31
1613,Female,38,82,96
1614,Male,46,10,71
1615,Female,37,78,77
1616,Male,55,46,61
1617,Male,37,81,23
1618,Male,67,116,8
1619,Female,42,105,76
1620,Male,19,93,16
1621,Male,49,52,26
1622,Female,43,46,29
1623,Female,23,34,93
1624,Female,58,82,6
1625,Female,20,51,37
1626,Male,50,11,33
1627,Male,18,145,95
1628,Male,68,105,46
1629,Male,22,70,61
1630,Female,30,23,41
1631,Male,36,122,18
1632,Male,29,86,95
1633,Female,65,30,16
1634,Male,42,73,51
1635,Male,68,66,37
1636,Male,52,128,14
1637,Male,29,61,68
1638,Male,47,104,30
1639,Male,22,149,60
1640,Female,51,98,53
1641,Female,39,19,97
1642,Male,56,61,36
1643,Male,30,43,30
1644,Female,64,124,64
1645,Male,20,145,14
1646,Male,37,134,23
1647,Male,48,52,48
1648,Female,22,38,28
1649,Male,41,115,7
1650,Female,57,129,42
1651,Male,50,90,10
1652,Female,25,40,68
1653,Female,41,137,44
1654,Male,67,47,13
1655,Female,37,110,85
1656,Male,33,141,33
1657,Female,67,139,92
1658,Male,69,21,87
1659,Male,29,44,32
1660,Female,30,119,48
1661,Male,62,81,5
1662,Male,59,119,61
1663,Female,56,70,90
1664,Male,42,57,90
1665,Male,63,80,3
1666,Female,49,143,24
1667,Female,41,77,98
1668,Male,65,31,34
1669,Male,64,41,84
1670,Female,61,132,94
1671,Female,26,31,42
1672,Male,57,119,20
1673,Female,67,24,41
1674,Male,40,133,82
1675,Male,67,53,20
1676,Male,30,124,6
1677,Male,49,18,57
1678,Male,67,43,42
1679,Female,32,82,25
1680,Female,53,54,41
1681,Female,66,81,41
1682,Female,22,67,3
1683,Male,39,124,43
1684,Male,33,28,46
1685,Male,58,25,57
1686,Male,27,84,83
1687,Female,41,115,74
1688,Male,35,145,51
1689,Male,66,83,5
1690,Female,35,27,86
1691,Female,24,52,73
1692,Female,21,59,97
1693,Female,43,12,15
1694,Male,22,68,88
1695,Male,33,37,94
1696,Female,52,55,39
1697,Male,43,73,70
1698,Male,35,79,79
1699,Male,46,56,38
1700,Female,40,144,39
1701,Male,31,115,52
1702,Female,32,90,86
1703,Male,66,60,3
1704,Male,50,38,29
1705,Male,42,122,93
1706,Female,38,137,31
1707,Male,34,99,66
1708,Female,40,34,99
1709,Female,60,50,45
1710,Female,34,78,73
1711,Male,31,13,22
1712,Male,46,114,83
1713,Male,37,40,10
1714,Male,47,140,21
1715,Female,36,126,17
1716,Female,56,99,67
1717,Female,30,75,7
1718,Male,35,97,36
1719,Female,40,33,67
1720,Male,63,108,77
1721,Female,50,114,30
1722,Male,56,28,87
1723,Male,57,75,71
1724,Female,35,69,94
1725,Female,26,124,29
1726,Female,50,24,72
1727,Female,49,94,74
1728,Male,34,97,33
1729,Female,36,16,59
1730,Female,44,15,20
1731,Female,23,134,93
1732,Male,52,42,29
1733,Male,54,67,53
1734,Female,51,119,85
1735,Male,37,51,1
1736,Female,42,103,34
1737,Male,21,138,44
1738,Male,27,88,96
1739,Male,27,104,14
1740,Male,41,120,37
1741,Female,38,106,35
1742,Female,28,128,59
1743,Female,44,78,24
1744,Male,33,142,65
1745,Female,43,61,6
1746,Female,47,131,68
1747,Female,66,38,38
1748,Male,33,145,1
1749,Male,24,113,41
1750,Male,33,10,31
1751,Female,52,38,36
1752,Female,33,78,73
1753,Female,57,62,54
1754,Male,29,133,87
1755,Male,52,97,31
1756,Female,66,92,29
1757,Male,38,21,85
1758,Male,67,61,3
1759,Male,60,138,58
1760,Male,53,144,90
1761,Female,65,136,61
1762,Male,34,80,6
1763,Male,49,26,20
1764,Male,58,12,61
1765,Male,23,38,46
1766,Female,41,31,13
1767,Female,44,63,23
1768,Male,37,116,79
1769,Male,42,78,31
1770,Male,19,129,4
1771,Male,26,56,75
1772,Male,45,29,66
1773,Male,55,30,16
1774,Female,20,10,31
1775,Male,37,26,48
1776,Female,23,60,43
1777,Female,56,23,4
1778,Male,50,68,62
1779,Female,18,92,48
1780,Female,54,59,28
1781,Female,23,133,16
1782,Female,62,43,89
1783,Female,51,15,77
1784,Female,64,118,69
1785,Male,32,58,30
1786,Female,62,15,65
1787,Female,43,126,69
1788,Female,31,127,14
1789,Male,24,16,75
1790,Female,63,106,34
1791,Male,48,127,56
1792,Female,41,138,29
1793,Male,48,36,82
1794,Male,46,125,79
1795,Female,59,140,25
1796,Female,49,67,94
1797,Male,34,98,66
1798,Female,31,106,40
1799,Male,57,26,91
1800,Male,53,110,15
1801,Male,65,38,32
1802,Male,41,111,20
1803,Male,62,132,53
1804,Female,44,63,78
1805,Male,42,36,91
1806,Male,49,111,67
1807,Female,69,126,49
1808,Male,35,113,67
1809,Female,63,54,77
1810,Female,35,123,89
1811,Female,54,96,82
1812,Male,43,40,1
1813,Male,26,46,39
1814,Male,52,45,61
1815,Female,25,128,55
1816,Male,37,14,69
1817,Female,59,61,2
1818,Male,39,58,94
1819,Female,36,15,17
1820,Male,47,132,29
1821,Male,45,147,4
1822,Male,52,127,73
1823,Female,60,32,64
1824,Female,28,119,85
1825,Male,48,53,43
1826,Male,66,50,76
1827,Female,65,59,12
1828,Female,56,61,50
1829,Female,53,79,68
1830,Male,47,118,61
1831,Female,40,127,92
1832,Male,36,118,73
1833,Female,29,104,51
1834,Male,32,53,96
1835,Female,48,76,77
1836,Female,60,76,98
1837,Female,54,27,83
1838,Female,54,69,78
1839,Female,32,83,5
1840,Male,46,58,91
1841,Female,67,24,28
1842,Female,60,82,90
1843,Female,43,57,10
1844,Male,61,81,88
1845,Female,19,122,81
1846,Male,37,138,52
1847,Female,32,144,80
1848,Female,69,62,17
1849,Male,21,27,65
1850,Female,39,21,21
1851,Male,67,57,54
1852,Male,55,39,49
1853,Female,40,106,22
1854,Male,43,16,69
1855,Female,68,101,64
1856,Female,28,122,36
1857,Male,45,12,21
1858,Male,19,116,56
1859,Male,25,72,73
1860,Male,46,143,91
1861,Female,28,111,48
1862,Female,54,24,76
1863,Male,35,100,18
1864,Female,67,90,99
1865,Female,31,70,15
1866,Female,27,129,44
1867,Female,52,70,94
1868,Male,26,62,45
1869,Male,52,35,97
1870,Female,28,124,36
1871,Male,61,49,40
1872,Male,29,97,51
1873,Male,20,125,30
1874,Female,56,145,26
1875,Female,31,30,85
1876,Female,45,52,31
1877,Male,28,30,56
1878,Female,56,140,61
1879,Female,42,40,17
1880,Male,38,36,81
1881,Female,27,82,98
1882,Female,60,106,24
1883,Male,32,99,97
1884,Male,36,53,4
1885,Male,65,52,9
1886,Female,39,40,2
1887,Female,38,126,35
1888,Female,69,85,38
1889,Male,61,43,45
1890,Male,49,89,15
1891,Female,67,13,42
1892,Female,40,81,3
1893,Male,30,107,31
1894,Male,22,119,52
1895,Male,21,37,41
1896,Male,45,139,57
1897,Female,31,26,42
1898,Male,25,67,53
1899,Female,26,136,56
1900,Female,68,18,87
1901,Female,52,40,76
1902,Male,54,97,72
1903,Male,38,71,53
1904,Male,35,28,85
1905,Male,50,90,85
1906,Female,25,116,32
1907,Male,68,64,81
1908,Male,66,121,54
1909,Female,34,132,37
1910,Male,60,74,88
1911,Female,48,133,8
1912,Female,51,12,82
1913,Female,23,147,11
1914,Female,39,30,54
1915,Female,31,46,60
1916,Female,20,24,10
1917,Female,29,96,90
1918,Female,53,129,70
1919,Male,29,146,81
1920,Male,62,53,87
1921,Male,19,48,42
1922,Male,19,142,37
1923,Female,32,34,92
1924,Male,40,65,80
1925,Female,46,130,76
1926,Male,34,99,58
1927,Male,49,73,85
1928,Male,24,98,59
1929,Female,47,121,24
1930,Male,45,85,28
1931,Female,31,146,37
1932,Female,61,147,21
1933,Male,47,19,33
1934,Male,34,71,2
1935,Male,49,99,83
1936,Female,63,69,28
1937,Male,23,116,15
1938,Female,68,47,1
1939,Female,41,143,28
1940,Male,23,56,50
1941,Male,44,142,35
1942,Female,35,87,96
1943,Female,41,62,28
1944,Female,54,71,9
1945,Male,41,32,24
1946,Female,55,53,63
1947,Male,51,61,4
1948,Female,57,55,56
1949,Female,64,93,41
1950,Male,32,56,67
1951,Female,28,100,48
1952,Male,39,61,86
1953,Male,41,33,58
1954,Female,18,98,39
1955,Male,35,73,25
1956,Male,61,128,60
1957,Female,29,73,86
1958,Male,60,95,47
1959,Male,45,65,98
1960,Male,57,68,61
1961,Female,24,142,84
1962,Male,40,134,27
1963,Female,38,56,96
1964,Female,51,130,42
1965,Male,28,111,52
1966,Male,39,53,93
1967,Male,59,24,48
1968,Female,52,114,32
1969,Male,69,60,24
1970,Male,46,62,3
1971,Male,59,43,27
1972,Male,45,133,73
1973,Male,35,86,40
1974,Female,31,145,23
1975,Female,35,132,7
1976,Male,45,79,81
1977,Male,41,30,37
1978,Male,25,117,7
1979,Male,59,117,94
1980,Female,62,144,77
1981,Male,25,99,82
1982,Female,21,88,95
1983,Female,44,51,22
1984,Male,53,61,78
1985,Female,22,111,82
1986,Female,50,114,99
1987,Female,66,88,17
1988,Female,51,121,19
1989,Male,47,113,95
1990,Male,25,25,39
1991,Female,56,105,36
1992,Male,64,46,15
1993,Male,43,55,63
1994,Male,54,11,29
1995,Male,51,128,60
1996,Male,24,96,56
1997,Female,57,103,40
1998,Male,45,12,16
1999,Male,56,120,33
2000,Male,56,10,89
2001,Male,45,114,16
2002,Female,31,31,30
2003,Female,67,143,98
2004,Female,55,74,66
2005,Female,21,30,44
2006,Male,59,13,38
2007,Female,35,140,51
2008,Male,61,122,60
2009,Male,65,39,18
2010,Male,42,40,5
2011,Male,24,29,40
2012,Male,55,63,6
2013,Female,45,135,76
2014,Female,22,24,12
2015,Female,20,66,12
2016,Female,61,88,73
2017,Male,48,23,22
2018,Female,64,100,49
2019,Male,59,23,50
2020,Female,37,108,80
2021,Male,36,42,4
2022,Male,65,10,50
2023,Female,28,43,3
2024,Male,57,28,16
2025,Male,20,13,14
2026,Female,40,86,64
2027,Male,24,67,41
2028,Female,40,146,68
2029,Female,24,112,59
2030,Female,63,76,2
2031,Male,51,125,10
2032,Male,59,129,75
2033,Male,36,31,90
2034,Female,26,121,26
2035,Male,65,84,4
2036,Female,68,145,90
2037,Female,35,41,28
2038,Male,58,76,2
2039,Female,65,13,66
2040,Male,62,39,16
2041,Male,59,22,57
2042,Male,42,30,23
2043,Male,69,50,23
2044,Male,31,130,77
2045,Female,61,28,21
2046,Female,42,57,25
2047,Female,36,95,58
2048,Male,56,72,37
2049,Male,32,46,49
2050,Male,33,40,77
2051,Female,44,83,15
2052,Male,57,116,28
2053,Female,27,112,67
2054,Female,21,119,87
2055,Male,68,29,4
2056,Male,36,148,47
2057,Female,45,95,50
2058,Male,38,53,60
2059,Female,64,91,62
2060,Male,31,73,67
2061,Male,50,131,72
2062,Female,65,96,43
2063,Male,27,74,89
2064,Female,36,64,58
2065,Male,47,83,52
2066,Female,39,126,76
2067,Female,20,138,69
2068,Male,54,146,97
2069,Female,58,104,46
2070,Male,35,108,25
2071,Male,28,121,25
2072,Male,65,61,35
2073,Female,19,42,61
2074,Female,29,13,15
2075,Male,23,96,90
2076,Male,60,84,74
2077,Female,57,18,88
2078,Male,61,73,35
2079,Male,46,39,29
2080,Female,47,145,38
2081,Male,19,142,69
2082,Female,26,85,24
2083,Male,64,138,19
2084,Female,19,24,46
2085,Male,46,98,49
2086,Male,50,137,44
2087,Female,27,35,73
2088,Male,51,70,26
2089,Female,61,132,25
2090,Male,25,76,35
2091,Female,54,35,36
2092,Female,50,92,14
2093,Female,64,117,56
2094,Female,23,120,6
2095,Male,61,69,32
2096,Male,57,48,26
2097,Female,62,132,15
2098,Female,36,45,49
2099,Female,49,30,95
2100,Male,44,127,56
2101,Male,18,57,37
2102,Male,60,35,53
2103,Male,69,45,58
2104,Female,50,137,83
2105,Female,57,24,78
2106,Female,49,88,36
2107,Male,22,143,11
2108,Male,34,37,27
2109,Male,25,145,2
2110,Female,59,129,22
2111,Female,51,97,66
2112,Male,26,40,84
2113,Female,40,56,17
2114,Male,52,43,4
2115,Male,67,11,14
2116,Female,24,115,7
2117,Male,32,103,79
2118,Female,37,81,94
2119,Male,67,61,16
2120,Female,42,144,66
2121,Female,20,99,19
2122,Female,63,101,1
2123,Male,41,87,31
2124,Male,51,134,4
2125,Female,63,140,91
2126,Female,39,59,58
2127,Male,28,102,56
2128,Male,65,133,53
2129,Male,25,63,89
2130,Female,56,143,86
2131,Male,60,87,43
2132,Male,52,87,74
2133,Female,66,29,97
2134,Male,63,100,49
2135,Male,55,108,60
2136,Male,25,65,94
2137,Female,54,11,94
2138,Female,44,114,16
2139,Female,45,121,73
2140,Female,57,33,81
2141,Female,51,118,99
2142,Female,49,77,60
2143,Female,32,123,47
2144,Male,61,93,15
2145,Male,34,58,63
2146,Female,50,41,28
2147,Male,64,70,20
2148,Male,63,138,97
2149,Female,69,111,63
2150,Male,33,44,33
2151,Male,46,60,36
2152,Male,26,54,13
2153,Male,50,86,62
2154,Male,66,122,68
2155,Female,46,74,23
2156,Female,30,23,72
2157,Female,38,102,13
2158,Male,38,140,88
2159,Female,22,33,40
2160,Male,27,74,30
2161,Male,23,147,94
2162,Male,68,22,25
2163,Male,30,109,97
2164,Female,18,147,73
2165,Female,37,108,26
2166,Male,64,64,24
2167,Female,63,72,97
2168,Male,25,80,39
2169,Female,27,108,89
2170,Female,26,75,79
2171,Male,66,88,61
2172,Female,58,82,49
2173,Male,20,56,41
2174,Female,28,90,70
2175,Male,29,135,20
2176,Male,27,61,44
2177,Female,42,32,16
2178,Female,66,149,21
2179,Male,66,30,15
2180,Female,42,73,39
2181,Female,28,81,42
2182,Male,53,139,61
2183,Male,56,78,4
2184,Female,43,77,24
2185,Male,31,137,3
2186,Male,56,116,1
2187,Male,57,118,94
2188,Female,18,81,13
2189,Female,21,112,54
2190,Male,47,74,82
2191,Female,29,143,40
2192,Male,52,121,11
2193,Female,30,88,42
2194,Male,69,135,93
2195,Male,48,130,4
2196,Female,55,96,25
2197,Male,60,57,36
2198,Female,40,97,64
2199,Female,21,77,44
2200,Male,69,110,40
2201,Male,33,26,92
2202,Female,24,47,45
2203,Male,39,147,8
2204,Male,46,63,85
2205,Male,28,143,35
2206,Male,50,143,44
2207,Male,46,61,18
2208,Female,56,24,47
2209,Female,29,77,25
2210,Male,24,121,41
2211,Male,56,113,5
2212,Male,59,16,64
2213,Female,65,60,62
2214,Male,43,67,72
2215,Female,57,118,87
2216,Female,26,120,3
2217,Female,58,40,37
2218,Male,51,101,95
2219,Female,62,115,93
2220,Male,30,22,41
2221,Female,53,128,20
2222,Male,42,124,67
2223,Female,41,66,87
2224,Male,61,135,40
2225,Female,34,63,85
2226,Male,19,142,77
2227,Male,30,28,8
2228,Male,48,86,5
2229,Male,46,78,25
2230,Female,67,53,39
2231,Female,45,47,37
2232,Male,44,71,5
2233,Female,32,31,8
2234,Male,48,82,4
2235,Male,57,134,41
2236,Female,32,14,60
2237,Male,50,63,54
2238,Male,37,95,22
2239,Female,59,12,78
2240,Male,29,47,19
2241,Male,54,82,77
2242,Male,26,47,99
2243,Male,40,134,68
2244,Female,25,79,33
2245,Female,49,74,22
2246,Female,65,34,65
2247,Male,31,25,11
2248,Male,44,24,16
2249,Female,42,140,68
2250,Male,30,46,93
2251,Male,38,134,44
2252,Male,62,122,88
2253,Male,48,10,9
2254,Female,54,80,72
2255,Female,65,112,78
2256,Female,60,28,79
2257,Male,22,61,62
2258,Female,30,127,86
2259,Female,45,116,15
2260,Male,60,64,6
2261,Male,42,23,1
2262,Female,68,22,20
2263,Female,52,93,36
2264,Female,64,99,2
2265,Female,56,36,70
2266,Male,24,98,2
2267,Female,55,146,3
2268,Female,49,50,7
2269,Male,20,57,84
2270,Female,62,21,64
2271,Male,56,147,41
2272,Male,54,15,54
2273,Male,67,50,41
2274,Female,39,15,5
2275,Female,25,139,89
